Id,Label,degree,weighted degree,modularity_class,主体类型,领域方向,功能定位
黑龙江人社,黑龙江人社,216,217,8,政府机构,社会民生,
历史的冰与火,历史的冰与火,182,184,2,其他,其他,
文明菏泽,文明菏泽,247,249,6,其他,文旅国资,
龙建院团学,龙建院团学,216,219,1,其他,其他,
三亚党建,三亚党建,216,219,1,其他,党建理论,
人民法治之声,人民法治之声,199,204,1,其他,其他,
文化见圳,文化见圳,185,191,1,其他,传统文化,文化传播
弎公理,弎公理,183,184,2,其他,其他,
高校思政网,高校思政网,340,351,1,媒体平台,党建理论,
鄂商视界,鄂商视界,234,234,8,其他,其他,
今日民族,今日民族,207,210,1,其他,其他,
铭传乡人民政府,铭传乡人民政府,202,207,1,政府机构,其他,
广东省书法家协会,广东省书法家协会,202,207,1,其他,传统文化,
杭锦组工,杭锦组工,193,193,1,其他,其他,
平遥监狱,平遥监狱,251,252,1,其他,其他,
宣城市文学艺术界联合会,宣城市文学艺术界联合会,263,263,6,其他,学术研究,
中国艺术研究院艺术与文献馆,中国艺术研究院艺术与文献馆,505,1510,2,高校/学术机构,学术研究,学术研究
公共管理共同体,公共管理共同体,409,1181,2,其他,其他,
顺义改革,顺义改革,390,399,1,其他,其他,
西藏举报,西藏举报,178,178,1,媒体平台,社会民生,
集贤微言,集贤微言,204,205,1,其他,其他,
智领中国,智领中国,181,181,1,其他,其他,
正定县文化馆,正定县文化馆,175,175,1,其他,传统文化,文化传播
山西中医药大学,山西中医药大学,175,175,1,高校/学术机构,学术研究,
陇南礼县编办,陇南礼县编办,175,175,1,政府机构,地方政务,政务服务
浦沿党群服务中心,浦沿党群服务中心,175,175,1,政府机构,社会民生,政务服务
吉林职业技术学院,吉林职业技术学院,175,175,1,高校/学术机构,学术研究,
大庆科协,大庆科协,175,175,1,其他,地方政务,
旺龙集团,旺龙集团,175,175,1,其他,其他,
品质友谊,品质友谊,175,175,1,其他,其他,
贵州信访,贵州信访,175,175,1,其他,地方政务,
莆田人社,莆田人社,175,175,1,政府机构,社会民生,
公考上岸指南针,公考上岸指南针,175,175,1,其他,其他,
中国石化销售华东,中国石化销售华东,175,175,1,其他,其他,
中国宇航学会,中国宇航学会,175,175,1,其他,其他,
中南悦读汇,中南悦读汇,175,175,1,其他,其他,
山西师范大学生命科学学院,山西师范大学生命科学学院,175,175,1,高校/学术机构,学术研究,
国家矿山安全监察局安徽局,国家矿山安全监察局安徽局,175,175,1,政府机构,党建理论,政务服务
连云港工信,连云港工信,175,175,1,其他,地方政务,
官渡区阿拉街道社区卫生服务中心,官渡区阿拉街道社区卫生服务中心,175,175,1,自媒体/个人,社会民生,政务服务
昆明市侨联,昆明市侨联,175,175,1,其他,地方政务,
福州机关,福州机关,175,175,1,政府机构,地方政务,
互助党建,互助党建,175,175,1,其他,党建理论,
增城党建云,增城党建云,175,175,1,其他,党建理论,
交通运输部,交通运输部,175,175,1,其他,社会民生,
365时政试题,365时政试题,175,175,1,其他,其他,
睢县融媒体中心,睢县融媒体中心,175,175,1,其他,其他,
畅美高速多彩定西,畅美高速多彩定西,175,175,1,其他,地方政务,
德宏政法,德宏政法,175,175,1,政府机构,其他,
视听乌拉特后旗蒙文版,视听乌拉特后旗蒙文版,175,175,1,其他,其他,
统战冀语,统战冀语,175,175,1,其他,党建理论,
西峡党史方志,西峡党史方志,175,175,1,其他,党建理论,
广西司法厅,广西司法厅,175,175,1,其他,地方政务,
延长云商资讯,延长云商资讯,175,175,1,自媒体/个人,其他,
武胜党建,武胜党建,175,175,1,其他,党建理论,
哈尔滨城市职业学院党务微平台,哈尔滨城市职业学院党务微平台,175,175,1,高校/学术机构,学术研究,资源整合
看见八里庄,看见八里庄,175,175,1,其他,其他,
锡山经济技术开发区,锡山经济技术开发区,175,175,1,其他,其他,
江西省科技装备业商会,江西省科技装备业商会,175,175,1,其他,地方政务,
西峡掌上12348,西峡掌上12348,175,175,1,其他,其他,
党建e管理,党建e管理,175,175,1,其他,党建理论,
新艺研语,新艺研语,175,175,1,其他,其他,
云南现代职业技术学院,云南现代职业技术学院,175,175,1,高校/学术机构,学术研究,
文史与学习,文史与学习,175,175,1,其他,其他,
西青统战,西青统战,175,175,1,其他,党建理论,
平安城阳,平安城阳,175,175,1,其他,其他,
庐江城管,庐江城管,175,175,1,其他,其他,
阿荣旗人民政府蒙古文发布,阿荣旗人民政府蒙古文发布,175,175,1,政府机构,传统文化,
熊猫姐社工考研,熊猫姐社工考研,175,175,1,自媒体/个人,学术研究,教育
额尔古纳融媒,额尔古纳融媒,175,175,1,其他,其他,
红澜筑梦,红澜筑梦,175,175,1,其他,其他,
东城公安,东城公安,175,175,1,其他,其他,
福外国际商学院,福外国际商学院,175,175,1,高校/学术机构,学术研究,
九原政务蒙文版,九原政务蒙文版,175,175,1,政府机构,其他,政务服务
北极先锋,北极先锋,175,175,1,其他,党建理论,
健康长治,健康长治,175,175,1,其他,社会民生,
北疆之音,北疆之音,175,175,1,其他,其他,
马理论考研记,马理论考研记,175,175,1,其他,学术研究,教育
雪衣学姐马理论考研,雪衣学姐马理论考研,175,175,1,其他,学术研究,教育
酒泉人才,酒泉人才,175,175,1,其他,地方政务,
中国式现代化研究院,中国式现代化研究院,175,175,1,高校/学术机构,学术研究,学术研究
马院灼见书社,马院灼见书社,176,176,1,自媒体/个人,其他,
恩平先锋订阅号,恩平先锋订阅号,175,175,1,其他,党建理论,
掌上东四,掌上东四,175,175,1,其他,其他,
历二星球,历二星球,175,175,1,其他,其他,
扎兰屯市人民政府蒙古文发布,扎兰屯市人民政府蒙古文发布,175,175,1,政府机构,传统文化,
哲学味道,哲学味道,175,175,1,其他,学术研究,学术研究
罗江天气,罗江天气,175,175,1,其他,其他,
汇天运维,汇天运维,175,175,1,其他,其他,
学术交流,学术交流,311,327,1,高校/学术机构,学术研究,学术研究
南宁发布,南宁发布,212,216,1,政府机构,地方政务,
太原工业学院,太原工业学院,324,351,1,高校/学术机构,学术研究,
史学研究,史学研究,341,903,2,高校/学术机构,学术研究,学术研究
新媒体公共传播,新媒体公共传播,487,1084,2,其他,其他,文化传播
理论与改革,理论与改革,314,443,2,其他,党建理论,
大河先锋,大河先锋,332,421,1,其他,党建理论,
社会科学研究杂志,社会科学研究杂志,395,497,2,高校/学术机构,学术研究,学术研究
文明吉林,文明吉林,227,235,1,其他,文旅国资,
宣传通讯,宣传通讯,189,190,6,其他,党建理论,
三江铁警,三江铁警,193,194,1,其他,其他,
贵州经济智库,贵州经济智库,189,189,8,其他,学术研究,
黑龙江省女创业者协会,黑龙江省女创业者协会,174,174,1,其他,地方政务,
优胜遴选公考大讲堂,优胜遴选公考大讲堂,174,174,1,自媒体/个人,其他,
浦东国际人才港,浦东国际人才港,174,174,1,其他,其他,
帅帅职场屋,帅帅职场屋,174,174,1,其他,其他,
南京市人才服务中心,南京市人才服务中心,174,174,1,其他,社会民生,政务服务
濮阳党建,濮阳党建,174,174,1,其他,党建理论,
大荔宣传,大荔宣传,174,174,1,其他,党建理论,
教师博雅,教师博雅,174,174,1,其他,基础教育,
乌兰布和示范区综合办公室,乌兰布和示范区综合办公室,174,174,1,政府机构,其他,政务服务
中共土左旗委党校,中共土左旗委党校,174,174,1,政府机构,其他,
惠州党建,惠州党建,174,174,1,其他,党建理论,
山西科协,山西科协,174,174,1,其他,地方政务,
精彩鹿泉,精彩鹿泉,174,174,1,其他,其他,
北京海外学人中心,北京海外学人中心,174,174,1,高校/学术机构,地方政务,
国管局,国管局,174,174,1,政府机构,其他,政务服务
山东大学国家大学科技园,山东大学国家大学科技园,174,174,1,高校/学术机构,学术研究,
核理化院,核理化院,174,174,1,其他,其他,
中国法学会,中国法学会,174,174,1,其他,学术研究,学术研究
黄冈党旗红,黄冈党旗红,174,174,1,其他,地方政务,
大新检察,大新检察,174,174,1,其他,其他,
石屏县人民医院,石屏县人民医院,174,174,1,其他,其他,
公考资讯通1,公考资讯通1,174,174,1,自媒体/个人,其他,
绍兴组工,绍兴组工,174,174,1,其他,地方政务,
南昌市建设投资集团有限公司,南昌市建设投资集团有限公司,174,174,1,其他,地方政务,
小集发布,小集发布,174,174,1,政府机构,其他,
西城国资,西城国资,174,174,1,其他,文旅国资,
成都教育发布,成都教育发布,174,174,1,政府机构,基础教育,教育
西安人力资源服务行业协会,西安人力资源服务行业协会,174,174,1,其他,社会民生,政务服务
电科智能,电科智能,174,174,1,其他,其他,
平川文化,平川文化,174,174,1,其他,传统文化,文化传播
石屏县妇幼院,石屏县妇幼院,174,174,1,其他,其他,
灌河先锋,灌河先锋,174,174,1,其他,党建理论,
顺庆组工,顺庆组工,174,174,1,其他,其他,
平安永泰,平安永泰,174,174,1,其他,其他,
潍坊科技发布,潍坊科技发布,174,174,1,政府机构,地方政务,
人才深圳,人才深圳,174,174,1,其他,地方政务,
大唐青海能源开发有限公司,大唐青海能源开发有限公司,174,174,1,其他,地方政务,
新村街区,新村街区,174,174,1,其他,其他,
平安驻马店,平安驻马店,174,174,1,其他,地方政务,
盐南城管,盐南城管,174,174,1,其他,其他,
政事儿News,政事儿News,174,174,1,其他,其他,
石景山组工,石景山组工,174,174,1,其他,其他,
云南建投十三公司,云南建投十三公司,174,174,1,其他,地方政务,
淳聚计划,淳聚计划,174,174,1,其他,其他,
双桥组工,双桥组工,174,174,1,其他,其他,
宝鸡先锋,宝鸡先锋,174,174,1,其他,党建理论,
蓬莱党建,蓬莱党建,174,174,1,其他,党建理论,
安居组工,安居组工,174,174,1,其他,其他,
中国电科,中国电科,174,174,1,其他,其他,
山西组工,山西组工,174,174,1,其他,地方政务,
庾岭党建,庾岭党建,174,174,1,其他,党建理论,
福山政法,福山政法,174,174,1,政府机构,其他,
临汾政法,临汾政法,174,174,1,政府机构,地方政务,
科技武林门,科技武林门,174,174,1,其他,其他,
幸福梁垛,幸福梁垛,174,174,1,其他,其他,
西城组工,西城组工,174,174,1,其他,其他,
南昌党建,南昌党建,174,174,1,其他,党建理论,
阳谷党建,阳谷党建,174,174,1,其他,党建理论,
幸福葆台,幸福葆台,174,174,1,其他,其他,
许昌经济技术开发区,许昌经济技术开发区,174,174,1,其他,地方政务,
领导智库报告,领导智库报告,174,174,1,媒体平台,学术研究,
中国融通集团,中国融通集团,174,174,1,其他,其他,
延庆组工,延庆组工,174,174,1,其他,其他,
招生考试之友,招生考试之友,174,174,1,其他,其他,
兰州新区管委会办公室,兰州新区管委会办公室,174,174,1,政府机构,地方政务,政务服务
随时代追随时代文明进步,随时代追随时代文明进步,174,174,1,其他,文旅国资,
特克斯县组工,特克斯县组工,174,174,1,其他,其他,
怒江科技,怒江科技,174,174,1,其他,其他,
北京国际科技创新中心,北京国际科技创新中心,174,174,1,其他,地方政务,
新村街道鸿业兴园社区,新村街道鸿业兴园社区,174,174,1,自媒体/个人,社会民生,
海淀组工,海淀组工,174,174,1,其他,其他,
厦大政策研究与发展规划,厦大政策研究与发展规划,174,174,1,高校/学术机构,学术研究,学术研究
采育风采,采育风采,230,234,1,其他,其他,
中国就业促进会,中国就业促进会,203,210,8,其他,社会民生,
智慧人社,智慧人社,203,210,8,政府机构,社会民生,
时代学习振兴前沿,时代学习振兴前沿,230,230,8,其他,其他,
文明东丽,文明东丽,214,214,6,其他,文旅国资,
中国农业大学学报社会科学版,中国农业大学学报社会科学版,290,389,2,高校/学术机构,学术研究,学术研究
SDU·HISTORY·研究生会,SDU·HISTORY·研究生会,476,2163,2,高校/学术机构,学术研究,学术研究
决策杂志,决策杂志,316,337,1,媒体平台,其他,
元力社,元力社,175,175,8,自媒体/个人,其他,
国家电网,国家电网,187,189,1,媒体平台,其他,
文化纵横,文化纵横,418,506,2,其他,传统文化,文化传播
学术无界,学术无界,540,2101,2,高校/学术机构,学术研究,学术研究
江西人大,江西人大,183,186,1,政府机构,地方政务,
财经杂志,财经杂志,212,212,8,媒体平台,其他,
韶山毛泽东图书馆,韶山毛泽东图书馆,182,199,1,其他,文旅国资,
北京大学法学院,北京大学法学院,175,176,2,高校/学术机构,学术研究,学术研究
天府新青年,天府新青年,180,180,1,其他,党建理论,
陇南武都团委,陇南武都团委,195,195,1,政府机构,地方政务,
曾越Allan,曾越Allan,213,214,1,其他,其他,
河南省发改委,河南省发改委,253,253,8,政府机构,地方政务,
潍坊综合保税区,潍坊综合保税区,260,264,1,自媒体/个人,地方政务,
微金川,微金川,209,228,1,其他,其他,
吉青飞扬,吉青飞扬,362,379,1,其他,其他,
陕西省社会科学院,陕西省社会科学院,193,194,1,高校/学术机构,学术研究,学术研究
江西社会科学,江西社会科学,323,360,2,高校/学术机构,地方政务,学术研究
网信东丽,网信东丽,196,198,1,媒体平台,其他,
山东大学法学院,山东大学法学院,298,421,2,高校/学术机构,学术研究,学术研究
史地刊讯,史地刊讯,391,1479,2,媒体平台,其他,
深讲团,深讲团,206,209,1,其他,其他,
重庆市高级人民法院,重庆市高级人民法院,181,186,1,政府机构,地方政务,
陇南康县平洛镇,陇南康县平洛镇,172,172,1,其他,地方政务,
平安玉泉,平安玉泉,172,172,1,其他,其他,
雉水青年,雉水青年,172,172,1,其他,党建理论,
新疆铁警在线,新疆铁警在线,172,172,1,其他,地方政务,
衡水共青团,衡水共青团,172,172,1,其他,党建理论,
六盘水市公共资源交易中心,六盘水市公共资源交易中心,172,172,1,其他,地方政务,资源整合
青春滨州,青春滨州,172,172,1,其他,地方政务,
嘉州铁警,嘉州铁警,172,172,1,其他,其他,
天门卫士,天门卫士,172,172,1,其他,地方政务,
江苏大学团委,江苏大学团委,172,172,1,政府机构,学术研究,
琼海市招商局,琼海市招商局,172,172,1,政府机构,地方政务,政务服务
固阳纪委监委,固阳纪委监委,172,172,1,政府机构,其他,
团聚湖州,团聚湖州,172,172,1,其他,地方政务,
今日天商,今日天商,172,172,1,其他,其他,
中南民族大学团委,中南民族大学团委,172,172,1,政府机构,学术研究,
陆河融媒,陆河融媒,172,172,1,其他,其他,
活力安平,活力安平,172,172,1,其他,其他,
金乡县老干部之家,金乡县老干部之家,172,172,1,自媒体/个人,党建理论,
柳树瞿阝镇,柳树瞿阝镇,172,172,1,其他,其他,
团青城固,团青城固,172,172,1,其他,其他,
青春杨浦,青春杨浦,172,172,1,其他,其他,
中石大新青年,中石大新青年,172,172,1,其他,党建理论,
泉西街道发布,泉西街道发布,172,172,1,政府机构,社会民生,
青春咸宁,青春咸宁,172,172,1,其他,地方政务,
宾川青年,宾川青年,172,172,1,其他,党建理论,
绥化共青团,绥化共青团,172,172,1,其他,党建理论,
晋江共青团,晋江共青团,172,172,1,其他,党建理论,
青春怀化,青春怀化,172,172,1,其他,地方政务,
青春兴山,青春兴山,172,172,1,其他,其他,
庆城青年,庆城青年,172,172,1,其他,党建理论,
青春鄂州,青春鄂州,172,172,1,其他,地方政务,
石阡青春驿站,石阡青春驿站,172,172,1,其他,其他,
青春通城,青春通城,172,172,1,其他,其他,
青春张家港,青春张家港,172,172,1,其他,其他,
青春莆田,青春莆田,172,172,1,其他,地方政务,
南康区共青团,南康区共青团,172,172,1,其他,党建理论,
云南康旅集团,云南康旅集团,172,172,1,其他,地方政务,
弥渡人大,弥渡人大,172,172,1,政府机构,其他,
青春天河,青春天河,172,172,1,其他,其他,
江西共青团,江西共青团,172,172,1,其他,党建理论,
清苑团委,清苑团委,172,172,1,政府机构,其他,
宝鸡青年,宝鸡青年,172,172,1,其他,党建理论,
烟台青年,烟台青年,172,172,1,其他,党建理论,
辰青e彩,辰青e彩,172,172,1,其他,其他,
共青团天祝县委,共青团天祝县委,172,172,1,政府机构,党建理论,
青春从江,青春从江,172,172,1,其他,其他,
青春麻城,青春麻城,172,172,1,其他,其他,
陵水青年,陵水青年,172,172,1,其他,党建理论,
罗山共青团,罗山共青团,172,172,1,其他,党建理论,
东城小伙伴儿,东城小伙伴儿,172,172,1,其他,其他,
南皮县共青团,南皮县共青团,172,172,1,其他,党建理论,
唐山青年,唐山青年,172,172,1,其他,党建理论,
青春信阳,青春信阳,172,172,1,其他,地方政务,
新安共青团,新安共青团,172,172,1,其他,党建理论,
共青团涪陵区委,共青团涪陵区委,172,172,1,政府机构,党建理论,
永州共青团,永州共青团,172,172,1,其他,党建理论,
济源共青团,济源共青团,172,172,1,其他,党建理论,
海陵新青年,海陵新青年,172,172,1,其他,党建理论,
青春济阳,青春济阳,172,172,1,其他,其他,
青春巴南,青春巴南,172,172,1,其他,其他,
宾县共青团,宾县共青团,172,172,1,其他,党建理论,
青春来宾,青春来宾,172,172,1,其他,地方政务,
青春桂林,青春桂林,172,172,1,其他,地方政务,
材控党员之家,材控党员之家,172,172,1,自媒体/个人,党建理论,
青春兵团,青春兵团,172,172,1,其他,其他,
嫩江青年,嫩江青年,172,172,1,其他,党建理论,
美丽河东青年先行,美丽河东青年先行,172,172,1,其他,党建理论,
青春五常,青春五常,172,172,1,其他,其他,
书香民权,书香民权,172,172,1,其他,其他,
呦!玄武,呦!玄武,172,172,1,其他,其他,
丹阳丹北镇,丹阳丹北镇,172,172,1,其他,其他,
锦州市太和区人民法院,锦州市太和区人民法院,172,172,1,政府机构,地方政务,
崇川公安微警务,崇川公安微警务,172,172,1,其他,其他,
兴乐社区党群服务中心,兴乐社区党群服务中心,172,172,1,政府机构,社会民生,政务服务
活力扎赉诺尔,活力扎赉诺尔,172,172,1,其他,其他,
恩施州红十字会,恩施州红十字会,172,172,1,其他,其他,
青春副中心,青春副中心,172,172,1,其他,其他,
青春云言,青春云言,172,172,1,其他,其他,
陇南西和团委,陇南西和团委,172,172,1,政府机构,地方政务,
团聚上大,团聚上大,172,172,1,其他,其他,
永定团区委,永定团区委,172,172,1,政府机构,其他,
当阳正青春,当阳正青春,172,172,1,其他,其他,
青春旅商,青春旅商,172,172,1,其他,其他,
宝坻新青年,宝坻新青年,172,172,1,其他,党建理论,
共青团织金县委,共青团织金县委,172,172,1,政府机构,党建理论,
共青团衡山,共青团衡山,172,172,1,其他,党建理论,
一团青春在赤院,一团青春在赤院,172,172,1,其他,其他,
江安青年,江安青年,172,172,1,其他,党建理论,
青春九龙坡,青春九龙坡,172,172,1,其他,其他,
阳光浉河,阳光浉河,172,172,1,其他,其他,
共青团宁都县委,共青团宁都县委,172,172,1,政府机构,党建理论,
青春牡丹江,青春牡丹江,172,172,1,其他,地方政务,
青春远安,青春远安,172,172,1,其他,其他,
青春豫章师院,青春豫章师院,172,172,1,其他,其他,
团聚东职,团聚东职,172,172,1,其他,其他,
岳阳共青团,岳阳共青团,172,172,1,其他,党建理论,
青春太仓,青春太仓,172,172,1,其他,其他,
青春曲靖,青春曲靖,172,172,1,其他,地方政务,
西双版纳共青团,西双版纳共青团,172,172,1,其他,党建理论,
岐山青年,岐山青年,172,172,1,其他,党建理论,
郑航青年,郑航青年,172,172,1,其他,党建理论,
美好八里庄,美好八里庄,172,172,1,其他,其他,
云大青年,云大青年,172,172,1,其他,党建理论,
平原示范区,平原示范区,252,253,6,其他,其他,
陕西纪检监察,陕西纪检监察,202,209,1,政府机构,党建理论,
现代财经,现代财经,341,660,2,其他,其他,
求是学刊杂志,求是学刊杂志,328,467,2,媒体平台,其他,
琅琅学术,琅琅学术,371,644,2,高校/学术机构,学术研究,学术研究
建材桑榆情,建材桑榆情,227,230,1,其他,其他,
幸福宝塔桥,幸福宝塔桥,179,181,1,其他,其他,
上海证券报,上海证券报,366,374,1,媒体平台,社会民生,
广西师范大学,广西师范大学,179,179,1,高校/学术机构,学术研究,
龙江先锋,龙江先锋,210,212,1,其他,党建理论,
汇华外语,汇华外语,220,220,8,其他,其他,
马韵之声,马韵之声,253,255,1,其他,其他,
七彩驿路,七彩驿路,229,239,1,其他,其他,
新闻与写作,新闻与写作,445,1031,2,媒体平台,社会民生,
明清史研究,明清史研究,356,813,2,高校/学术机构,学术研究,学术研究
听哲学,听哲学,188,194,2,其他,学术研究,学术研究
民主与法制社,民主与法制社,325,417,1,自媒体/个人,其他,
数据法学,数据法学,382,1058,2,其他,学术研究,学术研究
辽宁万利商品混凝土有限公司,辽宁万利商品混凝土有限公司,182,182,1,其他,地方政务,
西藏高速,西藏高速,193,193,1,其他,地方政务,
山西日报,山西日报,176,176,1,媒体平台,社会民生,
数智港湾,数智港湾,177,177,8,其他,其他,
信用中国,信用中国,220,220,8,其他,其他,
柳州民宗委,柳州民宗委,204,208,1,政府机构,地方政务,
团结报文史e家,团结报文史e家,349,1220,2,媒体平台,社会民生,
吉林财经大学国际交流学院,吉林财经大学国际交流学院,198,203,1,高校/学术机构,学术研究,
文献与数据学报,文献与数据学报,196,216,6,高校/学术机构,学术研究,学术研究
法学人生,法学人生,398,1057,2,高校/学术机构,学术研究,学术研究
复兴视窗,复兴视窗,191,201,1,其他,其他,
萍乡发布,萍乡发布,170,170,1,政府机构,地方政务,
阿尔山市明水河镇,阿尔山市明水河镇,187,187,1,其他,其他,
凤凰网,凤凰网,175,175,2,媒体平台,其他,
社会学研究杂志,社会学研究杂志,448,860,2,高校/学术机构,学术研究,学术研究
世经国贸学术联盟,世经国贸学术联盟,298,511,2,高校/学术机构,学术研究,学术研究
云南师范大学教育学部,云南师范大学教育学部,170,170,8,高校/学术机构,学术研究,教育
湖南商务,湖南商务,204,204,8,其他,地方政务,
广安政法,广安政法,193,194,1,政府机构,地方政务,
贵德政府,贵德政府,189,189,1,政府机构,其他,
上海研究院,上海研究院,177,178,8,高校/学术机构,学术研究,学术研究
宿州检察,宿州检察,226,229,1,其他,地方政务,
西南岗,西南岗,171,172,8,其他,其他,
强人论坛,强人论坛,172,172,8,其他,学术研究,
河北学刊,河北学刊,356,741,2,媒体平台,地方政务,
广东民族宗教,广东民族宗教,245,248,2,其他,地方政务,
中古史研究,中古史研究,372,1342,2,高校/学术机构,学术研究,学术研究
华东政法大学学报,华东政法大学学报,420,965,2,政府机构,学术研究,学术研究
鹤岗南山检察,鹤岗南山检察,167,167,1,其他,地方政务,
青海红十字医院订阅号,青海红十字医院订阅号,167,167,1,其他,地方政务,
郑州工会,郑州工会,167,167,1,其他,地方政务,
象往勐阿,象往勐阿,167,167,1,其他,其他,
江汉大学,江汉大学,167,167,1,高校/学术机构,学术研究,
硚口发布,硚口发布,167,167,1,政府机构,其他,
川北医学院党建,川北医学院党建,167,167,1,高校/学术机构,学术研究,
文海笔谈,文海笔谈,167,167,1,自媒体/个人,其他,
中核企发,中核企发,167,167,1,其他,其他,
天津政法,天津政法,167,167,1,政府机构,地方政务,
起于累土始于足下,起于累土始于足下,167,167,1,其他,其他,
甘肃稀土,甘肃稀土,167,167,1,其他,地方政务,
建设集团园区管理有限公司,建设集团园区管理有限公司,167,167,1,其他,其他,
医悦读,医悦读,167,167,1,其他,其他,
台安纪检,台安纪检,167,167,1,其他,其他,
敦化发布,敦化发布,167,167,1,政府机构,其他,
苗乡党建,苗乡党建,167,167,1,其他,党建理论,
合悦华府业主之家,合悦华府业主之家,167,167,1,自媒体/个人,其他,
书香天津,书香天津,167,167,1,其他,地方政务,
大学生网络党校,大学生网络党校,167,167,1,高校/学术机构,学术研究,
老兵永远跟党走,老兵永远跟党走,167,167,1,其他,其他,
道德与法治课堂教学与反思,道德与法治课堂教学与反思,169,169,1,自媒体/个人,其他,
大庆市林业和草原局,大庆市林业和草原局,167,167,1,政府机构,地方政务,政务服务
内丘县文化馆,内丘县文化馆,167,167,1,其他,传统文化,文化传播
鄂托克旗人民医院,鄂托克旗人民医院,167,167,1,其他,其他,
阳泉市城区人民法院,阳泉市城区人民法院,167,167,1,政府机构,地方政务,
广东武警,广东武警,167,167,1,其他,地方政务,
称多党建,称多党建,167,167,1,其他,党建理论,
泉州医疗保障,泉州医疗保障,167,167,1,其他,社会民生,
甘德政协,甘德政协,167,167,1,政府机构,其他,
内蒙古国合电力有限责任公司,内蒙古国合电力有限责任公司,167,167,1,其他,地方政务,
GSPolyer,GSPolyer,167,167,1,其他,其他,
思政好教师,思政好教师,167,167,1,其他,党建理论,
兴安盟机关事务服务中心,兴安盟机关事务服务中心,167,167,1,政府机构,社会民生,政务服务
CATTI考试资料与资讯,CATTI考试资料与资讯,167,167,1,自媒体/个人,其他,
霍林郭勒市文化和旅游局,霍林郭勒市文化和旅游局,167,167,1,政府机构,传统文化,政务服务
未来牧区巴音蓄集,未来牧区巴音蓄集,167,167,1,其他,其他,
沧州高新区,沧州高新区,167,167,1,其他,地方政务,
红色教育基地亚尔堂,红色教育基地亚尔堂,167,167,1,自媒体/个人,党建理论,教育
宁波国资,宁波国资,167,167,1,其他,文旅国资,
红柳林矿业,红柳林矿业,167,167,1,其他,其他,
大同区基层党建,大同区基层党建,167,167,1,其他,党建理论,
贤城清风,贤城清风,167,167,1,政府机构,党建理论,
科右前旗纪委监委,科右前旗纪委监委,167,167,1,政府机构,其他,
嘉定党建,嘉定党建,167,167,1,其他,党建理论,
中共石嘴山市委党校,中共石嘴山市委党校,167,167,1,政府机构,地方政务,
西电党建,西电党建,167,167,1,其他,党建理论,
平山政务,平山政务,167,167,1,政府机构,其他,政务服务
宁晋农商银行,宁晋农商银行,167,167,1,其他,其他,
松溪县计划生育协会,松溪县计划生育协会,167,167,1,其他,其他,
旬邑党史,旬邑党史,167,167,1,其他,党建理论,
清廉温医大,清廉温医大,167,167,1,政府机构,党建理论,
周末假日,周末假日,167,167,1,其他,其他,
登封嵩正中医院,登封嵩正中医院,167,167,1,其他,其他,
中国邮政报,中国邮政报,167,167,1,媒体平台,社会民生,
上饶市社会组织平台,上饶市社会组织平台,167,167,1,媒体平台,党建理论,资源整合
绍职建艺党员之家,绍职建艺党员之家,167,167,1,自媒体/个人,党建理论,
飞达党员之家,飞达党员之家,167,167,1,自媒体/个人,党建理论,
中共苏州市姑苏区委党校,中共苏州市姑苏区委党校,167,167,1,政府机构,地方政务,
中纪资讯,中纪资讯,167,167,1,自媒体/个人,其他,
钟山评论,钟山评论,167,167,1,自媒体/个人,其他,
华阴市华山镇黄河社区,华阴市华山镇黄河社区,167,167,1,自媒体/个人,社会民生,
乌审旗发布,乌审旗发布,167,167,1,政府机构,其他,
广东培正学院法学院,广东培正学院法学院,167,167,1,高校/学术机构,学术研究,学术研究
西电机电院,西电机电院,167,167,1,其他,其他,
河北省儿童医院,河北省儿童医院,167,167,1,其他,地方政务,
深圳市龙华区人民检察院,深圳市龙华区人民检察院,167,167,1,政府机构,地方政务,
晋城治超,晋城治超,167,167,1,其他,地方政务,
兴城市图书馆,兴城市图书馆,167,167,1,其他,文旅国资,
白银新闻,白银新闻,167,167,1,媒体平台,社会民生,
蛟龙镇中心小学,蛟龙镇中心小学,167,167,1,其他,基础教育,教育
鹤岗市人民检察院,鹤岗市人民检察院,167,167,1,政府机构,地方政务,
哈尔滨城市通,哈尔滨城市通,167,167,1,其他,地方政务,
乐山发布,乐山发布,167,167,1,政府机构,地方政务,
新注册公众号,新注册公众号,167,167,1,其他,其他,
全国政协社会和法制委员会,全国政协社会和法制委员会,209,211,1,政府机构,其他,
网信恩施,网信恩施,202,203,1,媒体平台,其他,
延安学习书院,延安学习书院,170,170,1,其他,传统文化,
渤海税校,渤海税校,168,168,8,其他,其他,
城市怎么办,城市怎么办,318,343,1,政府机构,其他,政务服务
中国人民大学经济学院,中国人民大学经济学院,299,429,2,高校/学术机构,学术研究,
福建社会科学院福建论坛杂志社,福建社会科学院福建论坛杂志社,318,594,2,高校/学术机构,学术研究,学术研究
小马研学社,小马研学社,195,198,1,自媒体/个人,其他,
南京人社,南京人社,167,167,8,政府机构,社会民生,
